#This is for 5 samples per cond
INFO:root:Elapsed time for ttest for single0_0_2_v3 0:00:08.593246
INFO:root:Elapsed time for ttest for single625_625_2_v3 0:00:08.095484
INFO:root:Elapsed time for ttest for random0_0_2_v3 0:00:08.320796
INFO:root:Elapsed time for ttest for random625_625_2_v3 0:00:08.532009
INFO:root:Elapsed time for DESeq2 for baseline0_0_2_v4 0:00:56.967468
INFO:root:Elapsed time for DESeq2 for baseline1250_0_2_v4 0:01:07.248598
INFO:root:Elapsed time for DESeq2 for baseline625_625_2_v4 0:03:38.924706
INFO:root:Elapsed time for DESeq2 for baseline4000_0_2_v4 0:03:12.402330
INFO:root:Elapsed time for DESeq2 for baseline2000_2000_2_v4 0:02:29.126051
INFO:root:Elapsed time for DESeq2 for poisson0_0_2_v4 0:00:53.907117
INFO:root:Elapsed time for DESeq2 for poisson625_625_2_v4 0:00:50.626553
INFO:root:Elapsed time for DESeq2 for single0_0_2_v4 0:02:39.348804
INFO:root:Elapsed time for DESeq2 for single625_625_2_v4 0:02:40.116200
INFO:root:Elapsed time for DESeq2 for random0_0_2_v4 0:02:49.408323
INFO:root:Elapsed time for DESeq2 for random625_625_2_v4 0:03:01.157565
INFO:root:Elapsed time for edgeR for baseline0_0_2_v4 0:00:06.170472
INFO:root:Elapsed time for edgeR for baseline1250_0_2_v4 0:00:06.065937
INFO:root:Elapsed time for edgeR for baseline625_625_2_v4 0:00:06.529129
INFO:root:Elapsed time for edgeR for baseline4000_0_2_v4 0:00:05.595789
INFO:root:Elapsed time for edgeR for baseline2000_2000_2_v4 0:00:05.900105
INFO:root:Elapsed time for edgeR for poisson0_0_2_v4 0:00:04.993952
INFO:root:Elapsed time for edgeR for poisson625_625_2_v4 0:00:05.710317
INFO:root:Elapsed time for edgeR for single0_0_2_v4 0:00:06.001242
INFO:root:Elapsed time for edgeR for single625_625_2_v4 0:00:06.096336
INFO:root:Elapsed time for edgeR for random0_0_2_v4 0:00:06.196539
INFO:root:Elapsed time for edgeR for random625_625_2_v4 0:00:06.094075
INFO:root:Elapsed time for voom.limma for baseline0_0_2_v4 0:00:06.101290
INFO:root:Elapsed time for voom.limma for baseline1250_0_2_v4 0:00:06.402775
INFO:root:Elapsed time for voom.limma for baseline625_625_2_v4 0:00:06.218216
INFO:root:Elapsed time for voom.limma for baseline4000_0_2_v4 0:00:06.488141
INFO:root:Elapsed time for voom.limma for baseline2000_2000_2_v4 0:00:05.281980
INFO:root:Elapsed time for voom.limma for poisson0_0_2_v4 0:00:05.214509
INFO:root:Elapsed time for voom.limma for poisson625_625_2_v4 0:00:06.216008
INFO:root:Elapsed time for voom.limma for single0_0_2_v4 0:00:05.465316
INFO:root:Elapsed time for voom.limma for single625_625_2_v4 0:00:06.514209
INFO:root:Elapsed time for voom.limma for random0_0_2_v4 0:00:06.466021
INFO:root:Elapsed time for voom.limma for random625_625_2_v4 0:00:05.453776
INFO:root:Elapsed time for NOISeq for baseline0_0_2_v4 0:00:45.173953
INFO:root:Elapsed time for NOISeq for baseline1250_0_2_v4 0:00:46.117860
INFO:root:Elapsed time for NOISeq for baseline625_625_2_v4 0:00:47.161293
INFO:root:Elapsed time for NOISeq for baseline4000_0_2_v4 0:00:38.523520
INFO:root:Elapsed time for NOISeq for baseline2000_2000_2_v4 0:00:37.812084
INFO:root:Elapsed time for NOISeq for poisson0_0_2_v4 0:00:44.782074
INFO:root:Elapsed time for NOISeq for poisson625_625_2_v4 0:00:48.591986
INFO:root:Elapsed time for NOISeq for single0_0_2_v4 0:00:37.236622
INFO:root:Elapsed time for NOISeq for single625_625_2_v4 0:00:39.485645
INFO:root:Elapsed time for NOISeq for random0_0_2_v4 0:00:38.160262
INFO:root:Elapsed time for NOISeq for random625_625_2_v4 0:00:36.945726
INFO:root:Elapsed time for ttest for baseline0_0_2_v4 0:00:08.164031
INFO:root:Elapsed time for ttest for baseline1250_0_2_v4 0:00:08.041539
INFO:root:Elapsed time for ttest for baseline625_625_2_v4 0:00:08.477331
INFO:root:Elapsed time for ttest for baseline4000_0_2_v4 0:00:09.050438
INFO:root:Elapsed time for ttest for baseline2000_2000_2_v4 0:00:07.119242
INFO:root:Elapsed time for ttest for poisson0_0_2_v4 0:00:08.232447
INFO:root:Elapsed time for ttest for poisson625_625_2_v4 0:00:07.709741
INFO:root:Elapsed time for ttest for single0_0_2_v4 0:00:08.405346
INFO:root:Elapsed time for ttest for single625_625_2_v4 0:00:07.971661
INFO:root:Elapsed time for ttest for random0_0_2_v4 0:00:07.412918
INFO:root:Elapsed time for ttest for random625_625_2_v4 0:00:08.157920
INFO:root:Elapsed time for DESeq2 for baseline0_0_2_v5 0:00:54.740928
INFO:root:Elapsed time for DESeq2 for baseline1250_0_2_v5 0:03:02.654282
INFO:root:Elapsed time for DESeq2 for baseline625_625_2_v5 0:03:17.891590
INFO:root:Elapsed time for DESeq2 for baseline4000_0_2_v5 0:03:22.070630
INFO:root:Elapsed time for DESeq2 for baseline2000_2000_2_v5 0:02:41.113221
INFO:root:Elapsed time for DESeq2 for poisson0_0_2_v5 0:01:07.728924
INFO:root:Elapsed time for DESeq2 for poisson625_625_2_v5 0:00:52.096300
INFO:root:Elapsed time for DESeq2 for single0_0_2_v5 0:03:09.759535
INFO:root:Elapsed time for DESeq2 for single625_625_2_v5 0:03:17.320223
INFO:root:Elapsed time for DESeq2 for random0_0_2_v5 0:02:10.564929
INFO:root:Elapsed time for DESeq2 for random625_625_2_v5 0:03:21.842265
INFO:root:Elapsed time for edgeR for baseline0_0_2_v5 0:00:05.918056
INFO:root:Elapsed time for edgeR for baseline1250_0_2_v5 0:00:06.122394
INFO:root:Elapsed time for edgeR for baseline625_625_2_v5 0:00:05.494843
INFO:root:Elapsed time for edgeR for baseline4000_0_2_v5 0:00:06.378987
INFO:root:Elapsed time for edgeR for baseline2000_2000_2_v5 0:00:06.626179
INFO:root:Elapsed time for edgeR for poisson0_0_2_v5 0:00:05.999463
INFO:root:Elapsed time for edgeR for poisson625_625_2_v5 0:00:05.168022
INFO:root:Elapsed time for edgeR for single0_0_2_v5 0:00:06.631557
INFO:root:Elapsed time for edgeR for single625_625_2_v5 0:00:05.995383
INFO:root:Elapsed time for edgeR for random0_0_2_v5 0:00:07.010475
INFO:root:Elapsed time for edgeR for random625_625_2_v5 0:00:06.585581
INFO:root:Elapsed time for voom.limma for baseline0_0_2_v5 0:00:05.403528
INFO:root:Elapsed time for voom.limma for baseline1250_0_2_v5 0:00:06.696925
INFO:root:Elapsed time for voom.limma for baseline625_625_2_v5 0:00:07.013522
INFO:root:Elapsed time for voom.limma for baseline4000_0_2_v5 0:00:06.062976
INFO:root:Elapsed time for voom.limma for baseline2000_2000_2_v5 0:00:06.340231
INFO:root:Elapsed time for voom.limma for poisson0_0_2_v5 0:00:05.554091
INFO:root:Elapsed time for voom.limma for poisson625_625_2_v5 0:00:05.696490
INFO:root:Elapsed time for voom.limma for single0_0_2_v5 0:00:06.241880
INFO:root:Elapsed time for voom.limma for single625_625_2_v5 0:00:05.798553
INFO:root:Elapsed time for voom.limma for random0_0_2_v5 0:00:06.691858
INFO:root:Elapsed time for voom.limma for random625_625_2_v5 0:00:05.699433
INFO:root:Elapsed time for NOISeq for baseline0_0_2_v5 0:00:49.831484
INFO:root:Elapsed time for NOISeq for baseline1250_0_2_v5 0:00:48.382331
INFO:root:Elapsed time for NOISeq for baseline625_625_2_v5 0:00:48.758044
INFO:root:Elapsed time for NOISeq for baseline4000_0_2_v5 0:00:47.132124
INFO:root:Elapsed time for NOISeq for baseline2000_2000_2_v5 0:00:38.315717
INFO:root:Elapsed time for NOISeq for poisson0_0_2_v5 0:00:47.467252
INFO:root:Elapsed time for NOISeq for poisson625_625_2_v5 0:00:46.374905
INFO:root:Elapsed time for NOISeq for single0_0_2_v5 0:00:39.218824
INFO:root:Elapsed time for NOISeq for single625_625_2_v5 0:00:37.523008
INFO:root:Elapsed time for NOISeq for random0_0_2_v5 0:00:39.713135
INFO:root:Elapsed time for NOISeq for random625_625_2_v5 0:00:36.907294
INFO:root:Elapsed time for ttest for baseline0_0_2_v5 0:00:07.885164
INFO:root:Elapsed time for ttest for baseline1250_0_2_v5 0:00:08.867178
INFO:root:Elapsed time for ttest for baseline625_625_2_v5 0:00:07.405806
INFO:root:Elapsed time for ttest for baseline4000_0_2_v5 0:00:08.828031
INFO:root:Elapsed time for ttest for baseline2000_2000_2_v5 0:00:07.707417
INFO:root:Elapsed time for ttest for poisson0_0_2_v5 0:00:08.006650
INFO:root:Elapsed time for ttest for poisson625_625_2_v5 0:00:08.647248
INFO:root:Elapsed time for ttest for single0_0_2_v5 0:00:07.884635
INFO:root:Elapsed time for ttest for single625_625_2_v5 0:00:08.534267
INFO:root:Elapsed time for ttest for random0_0_2_v5 0:00:08.103171
INFO:root:Elapsed time for ttest for random625_625_2_v5 0:00:07.928323
INFO:root:Elapsed time for DESeq2 for baseline0_0_2_v6 0:03:16.399843
INFO:root:Elapsed time for DESeq2 for baseline1250_0_2_v6 0:03:20.729747
INFO:root:Elapsed time for DESeq2 for baseline625_625_2_v6 0:00:54.915661
INFO:root:Elapsed time for DESeq2 for baseline4000_0_2_v6 0:02:47.017461
INFO:root:Elapsed time for DESeq2 for baseline2000_2000_2_v6 0:03:19.807655
INFO:root:Elapsed time for DESeq2 for poisson0_0_2_v6 0:00:51.521120
INFO:root:Elapsed time for DESeq2 for poisson625_625_2_v6 0:01:03.053440
INFO:root:Elapsed time for DESeq2 for single0_0_2_v6 0:03:40.554515
INFO:root:Elapsed time for DESeq2 for single625_625_2_v6 0:02:10.076325
INFO:root:Elapsed time for DESeq2 for random0_0_2_v6 0:02:04.744637
INFO:root:Elapsed time for DESeq2 for random625_625_2_v6 0:02:33.971951
INFO:root:Elapsed time for edgeR for baseline0_0_2_v6 0:00:05.729618
INFO:root:Elapsed time for edgeR for baseline1250_0_2_v6 0:00:05.804615
INFO:root:Elapsed time for edgeR for baseline625_625_2_v6 0:00:06.004902
INFO:root:Elapsed time for edgeR for baseline4000_0_2_v6 0:00:06.277044
INFO:root:Elapsed time for edgeR for baseline2000_2000_2_v6 0:00:05.828845
INFO:root:Elapsed time for edgeR for poisson0_0_2_v6 0:00:05.597280
INFO:root:Elapsed time for edgeR for poisson625_625_2_v6 0:00:05.279538
INFO:root:Elapsed time for edgeR for single0_0_2_v6 0:00:05.283531
INFO:root:Elapsed time for edgeR for single625_625_2_v6 0:00:06.209169
INFO:root:Elapsed time for edgeR for random0_0_2_v6 0:00:05.911001
INFO:root:Elapsed time for edgeR for random625_625_2_v6 0:00:06.013934
INFO:root:Elapsed time for voom.limma for baseline0_0_2_v6 0:00:06.096845
INFO:root:Elapsed time for voom.limma for baseline1250_0_2_v6 0:00:06.081680
INFO:root:Elapsed time for voom.limma for baseline625_625_2_v6 0:00:05.972813
INFO:root:Elapsed time for voom.limma for baseline4000_0_2_v6 0:00:05.830802
INFO:root:Elapsed time for voom.limma for baseline2000_2000_2_v6 0:00:05.898401
INFO:root:Elapsed time for voom.limma for poisson0_0_2_v6 0:00:05.978273
INFO:root:Elapsed time for voom.limma for poisson625_625_2_v6 0:00:05.928159
INFO:root:Elapsed time for voom.limma for single0_0_2_v6 0:00:05.804674
INFO:root:Elapsed time for voom.limma for single625_625_2_v6 0:00:06.487684
INFO:root:Elapsed time for voom.limma for random0_0_2_v6 0:00:05.903115
INFO:root:Elapsed time for voom.limma for random625_625_2_v6 0:00:05.295040
INFO:root:Elapsed time for NOISeq for baseline0_0_2_v6 0:00:53.313722
INFO:root:Elapsed time for NOISeq for baseline1250_0_2_v6 0:00:45.293649
INFO:root:Elapsed time for NOISeq for baseline625_625_2_v6 0:00:44.902881
INFO:root:Elapsed time for NOISeq for baseline4000_0_2_v6 0:00:37.889967
INFO:root:Elapsed time for NOISeq for baseline2000_2000_2_v6 0:00:38.724268
INFO:root:Elapsed time for NOISeq for poisson0_0_2_v6 0:00:46.387345
INFO:root:Elapsed time for NOISeq for poisson625_625_2_v6 0:00:45.491944
INFO:root:Elapsed time for NOISeq for single0_0_2_v6 0:00:37.108296
INFO:root:Elapsed time for NOISeq for single625_625_2_v6 0:00:36.476226
INFO:root:Elapsed time for NOISeq for random0_0_2_v6 0:00:37.220167
INFO:root:Elapsed time for NOISeq for random625_625_2_v6 0:00:38.988550
INFO:root:Elapsed time for ttest for baseline0_0_2_v6 0:00:08.814369
INFO:root:Elapsed time for ttest for baseline1250_0_2_v6 0:00:08.351537
INFO:root:Elapsed time for ttest for baseline625_625_2_v6 0:00:08.166545
INFO:root:Elapsed time for ttest for baseline4000_0_2_v6 0:00:08.374834
INFO:root:Elapsed time for ttest for baseline2000_2000_2_v6 0:00:08.199992
INFO:root:Elapsed time for ttest for poisson0_0_2_v6 0:00:08.104101
INFO:root:Elapsed time for ttest for poisson625_625_2_v6 0:00:08.106159
INFO:root:Elapsed time for ttest for single0_0_2_v6 0:00:08.165394
INFO:root:Elapsed time for ttest for single625_625_2_v6 0:00:08.247656
INFO:root:Elapsed time for ttest for random0_0_2_v6 0:00:08.580631
INFO:root:Elapsed time for ttest for random625_625_2_v6 0:00:08.574032
INFO:root:Elapsed time for DESeq2 for baseline0_0_2_v7 0:03:07.163913
INFO:root:Elapsed time for DESeq2 for baseline1250_0_2_v7 0:04:13.650733
INFO:root:Elapsed time for DESeq2 for baseline625_625_2_v7 0:02:55.883108
INFO:root:Elapsed time for DESeq2 for baseline4000_0_2_v7 0:03:12.593889
INFO:root:Elapsed time for DESeq2 for baseline2000_2000_2_v7 0:00:56.516335
INFO:root:Elapsed time for DESeq2 for poisson0_0_2_v7 0:00:55.001660
INFO:root:Elapsed time for DESeq2 for poisson625_625_2_v7 0:00:55.711225
INFO:root:Elapsed time for DESeq2 for single0_0_2_v7 0:03:30.361806
INFO:root:Elapsed time for DESeq2 for single625_625_2_v7 0:02:58.410238
INFO:root:Elapsed time for DESeq2 for random0_0_2_v7 0:03:28.292278
INFO:root:Elapsed time for DESeq2 for random625_625_2_v7 0:02:50.095173
INFO:root:Elapsed time for edgeR for baseline0_0_2_v7 0:00:06.290267
INFO:root:Elapsed time for edgeR for baseline1250_0_2_v7 0:00:06.009263
INFO:root:Elapsed time for edgeR for baseline625_625_2_v7 0:00:06.115226
INFO:root:Elapsed time for edgeR for baseline4000_0_2_v7 0:00:06.114592
INFO:root:Elapsed time for edgeR for baseline2000_2000_2_v7 0:00:05.892382
INFO:root:Elapsed time for edgeR for poisson0_0_2_v7 0:00:05.699873
INFO:root:Elapsed time for edgeR for poisson625_625_2_v7 0:00:05.786506
INFO:root:Elapsed time for edgeR for single0_0_2_v7 0:00:06.299135
INFO:root:Elapsed time for edgeR for single625_625_2_v7 0:00:06.313529
INFO:root:Elapsed time for edgeR for random0_0_2_v7 0:00:06.109472
INFO:root:Elapsed time for edgeR for random625_625_2_v7 0:00:06.566683
INFO:root:Elapsed time for voom.limma for baseline0_0_2_v7 0:00:05.796015
INFO:root:Elapsed time for voom.limma for baseline1250_0_2_v7 0:00:06.213995
INFO:root:Elapsed time for voom.limma for baseline625_625_2_v7 0:00:06.311636
INFO:root:Elapsed time for voom.limma for baseline4000_0_2_v7 0:00:06.295920
INFO:root:Elapsed time for voom.limma for baseline2000_2000_2_v7 0:00:05.810053
INFO:root:Elapsed time for voom.limma for poisson0_0_2_v7 0:00:06.968311
INFO:root:Elapsed time for voom.limma for poisson625_625_2_v7 0:00:05.924094
INFO:root:Elapsed time for voom.limma for single0_0_2_v7 0:00:06.392595
INFO:root:Elapsed time for voom.limma for single625_625_2_v7 0:00:06.296013
INFO:root:Elapsed time for voom.limma for random0_0_2_v7 0:00:06.404272
INFO:root:Elapsed time for voom.limma for random625_625_2_v7 0:00:06.108877
INFO:root:Elapsed time for NOISeq for baseline0_0_2_v7 0:00:47.186009
INFO:root:Elapsed time for NOISeq for baseline1250_0_2_v7 0:00:43.603953
INFO:root:Elapsed time for NOISeq for baseline625_625_2_v7 0:00:48.513137
INFO:root:Elapsed time for NOISeq for baseline4000_0_2_v7 0:00:37.786900
INFO:root:Elapsed time for NOISeq for baseline2000_2000_2_v7 0:00:39.309636
INFO:root:Elapsed time for NOISeq for poisson0_0_2_v7 0:00:45.802699
INFO:root:Elapsed time for NOISeq for poisson625_625_2_v7 0:00:44.894386
INFO:root:Elapsed time for NOISeq for single0_0_2_v7 0:00:41.409851
INFO:root:Elapsed time for NOISeq for single625_625_2_v7 0:00:38.973643
INFO:root:Elapsed time for NOISeq for random0_0_2_v7 0:00:35.907913
INFO:root:Elapsed time for NOISeq for random625_625_2_v7 0:00:39.816474
INFO:root:Elapsed time for ttest for baseline0_0_2_v7 0:00:07.384828
INFO:root:Elapsed time for ttest for baseline1250_0_2_v7 0:00:07.968259
INFO:root:Elapsed time for ttest for baseline625_625_2_v7 0:00:07.936064
INFO:root:Elapsed time for ttest for baseline4000_0_2_v7 0:00:07.889634
INFO:root:Elapsed time for ttest for baseline2000_2000_2_v7 0:00:08.613427
INFO:root:Elapsed time for ttest for poisson0_0_2_v7 0:00:08.090230
INFO:root:Elapsed time for ttest for poisson625_625_2_v7 0:00:08.707187
INFO:root:Elapsed time for ttest for single0_0_2_v7 0:00:08.201469
INFO:root:Elapsed time for ttest for single625_625_2_v7 0:00:08.200227
INFO:root:Elapsed time for ttest for random0_0_2_v7 0:00:08.218710
INFO:root:Elapsed time for ttest for random625_625_2_v7 0:00:08.262935
INFO:root:Elapsed time for DESeq2 for baseline0_0_2_v8 0:03:30.177734
INFO:root:Elapsed time for DESeq2 for baseline1250_0_2_v8 0:02:40.420735
INFO:root:Elapsed time for DESeq2 for baseline625_625_2_v8 0:02:23.159469
INFO:root:Elapsed time for DESeq2 for baseline4000_0_2_v8 0:01:00.747563
INFO:root:Elapsed time for DESeq2 for baseline2000_2000_2_v8 0:00:53.572798
INFO:root:Elapsed time for DESeq2 for poisson0_0_2_v8 0:00:56.953911
INFO:root:Elapsed time for DESeq2 for poisson625_625_2_v8 0:01:04.412343
INFO:root:Elapsed time for DESeq2 for single0_0_2_v8 0:03:42.041514
INFO:root:Elapsed time for DESeq2 for single625_625_2_v8 0:02:28.295870
INFO:root:Elapsed time for DESeq2 for random0_0_2_v8 0:04:07.480506
INFO:root:Elapsed time for DESeq2 for random625_625_2_v8 0:02:12.375591
INFO:root:Elapsed time for edgeR for baseline0_0_2_v8 0:00:05.849107
INFO:root:Elapsed time for edgeR for baseline1250_0_2_v8 0:00:05.913455
INFO:root:Elapsed time for edgeR for baseline625_625_2_v8 0:00:06.092182
INFO:root:Elapsed time for edgeR for baseline4000_0_2_v8 0:00:05.402915
INFO:root:Elapsed time for edgeR for baseline2000_2000_2_v8 0:00:06.189318
INFO:root:Elapsed time for edgeR for poisson0_0_2_v8 0:00:05.711629
INFO:root:Elapsed time for edgeR for poisson625_625_2_v8 0:00:05.299228
INFO:root:Elapsed time for edgeR for single0_0_2_v8 0:00:06.279714
INFO:root:Elapsed time for edgeR for single625_625_2_v8 0:00:06.521398
INFO:root:Elapsed time for edgeR for random0_0_2_v8 0:00:06.508240
INFO:root:Elapsed time for edgeR for random625_625_2_v8 0:00:06.984183
INFO:root:Elapsed time for voom.limma for baseline0_0_2_v8 0:00:06.015173
INFO:root:Elapsed time for voom.limma for baseline1250_0_2_v8 0:00:06.161610
INFO:root:Elapsed time for voom.limma for baseline625_625_2_v8 0:00:06.505820
INFO:root:Elapsed time for voom.limma for baseline4000_0_2_v8 0:00:06.017551
INFO:root:Elapsed time for voom.limma for baseline2000_2000_2_v8 0:00:06.697373
INFO:root:Elapsed time for voom.limma for poisson0_0_2_v8 0:00:05.965542
INFO:root:Elapsed time for voom.limma for poisson625_625_2_v8 0:00:05.627075
INFO:root:Elapsed time for voom.limma for single0_0_2_v8 0:00:06.012036
INFO:root:Elapsed time for voom.limma for single625_625_2_v8 0:00:06.695152
INFO:root:Elapsed time for voom.limma for random0_0_2_v8 0:00:06.283768
INFO:root:Elapsed time for voom.limma for random625_625_2_v8 0:00:05.819359
INFO:root:Elapsed time for NOISeq for baseline0_0_2_v8 0:00:47.197604
INFO:root:Elapsed time for NOISeq for baseline1250_0_2_v8 0:00:47.705689
INFO:root:Elapsed time for NOISeq for baseline625_625_2_v8 0:00:49.990883
INFO:root:Elapsed time for NOISeq for baseline4000_0_2_v8 0:00:37.363640
INFO:root:Elapsed time for NOISeq for baseline2000_2000_2_v8 0:00:43.527147
INFO:root:Elapsed time for NOISeq for poisson0_0_2_v8 0:00:47.070511
INFO:root:Elapsed time for NOISeq for poisson625_625_2_v8 0:00:43.740916
INFO:root:Elapsed time for NOISeq for single0_0_2_v8 0:00:35.490203
INFO:root:Elapsed time for NOISeq for single625_625_2_v8 0:00:37.815656
INFO:root:Elapsed time for NOISeq for random0_0_2_v8 0:00:35.479796
INFO:root:Elapsed time for NOISeq for random625_625_2_v8 0:00:38.118370
INFO:root:Elapsed time for ttest for baseline0_0_2_v8 0:00:07.866959
INFO:root:Elapsed time for ttest for baseline1250_0_2_v8 0:00:08.337060
INFO:root:Elapsed time for ttest for baseline625_625_2_v8 0:00:08.345680
INFO:root:Elapsed time for ttest for baseline4000_0_2_v8 0:00:08.059371
INFO:root:Elapsed time for ttest for baseline2000_2000_2_v8 0:00:08.248374
INFO:root:Elapsed time for ttest for poisson0_0_2_v8 0:00:08.032630
INFO:root:Elapsed time for ttest for poisson625_625_2_v8 0:00:08.000584
INFO:root:Elapsed time for ttest for single0_0_2_v8 0:00:08.731964
INFO:root:Elapsed time for ttest for single625_625_2_v8 0:00:08.254422
INFO:root:Elapsed time for ttest for random0_0_2_v8 0:00:08.820071
INFO:root:Elapsed time for ttest for random625_625_2_v8 0:00:07.465702
INFO:root:Elapsed time for DESeq2 for baseline0_0_2_v9 0:03:19.945351
INFO:root:Elapsed time for DESeq2 for baseline1250_0_2_v9 0:02:55.817355
INFO:root:Elapsed time for DESeq2 for baseline625_625_2_v9 0:03:14.749790
INFO:root:Elapsed time for DESeq2 for baseline4000_0_2_v9 0:03:55.007515
INFO:root:Elapsed time for DESeq2 for baseline2000_2000_2_v9 0:03:12.457946
INFO:root:Elapsed time for DESeq2 for poisson0_0_2_v9 0:01:04.073710
INFO:root:Elapsed time for DESeq2 for poisson625_625_2_v9 0:00:48.492008
INFO:root:Elapsed time for DESeq2 for single0_0_2_v9 0:02:42.897783
INFO:root:Elapsed time for DESeq2 for single625_625_2_v9 0:02:30.706079
INFO:root:Elapsed time for DESeq2 for random0_0_2_v9 0:02:05.038336
INFO:root:Elapsed time for DESeq2 for random625_625_2_v9 0:00:03.313262
INFO:root:Elapsed time for edgeR for baseline0_0_2_v9 0:00:06.491448
INFO:root:Elapsed time for edgeR for baseline1250_0_2_v9 0:00:06.009818
INFO:root:Elapsed time for edgeR for baseline625_625_2_v9 0:00:05.814593
INFO:root:Elapsed time for edgeR for baseline4000_0_2_v9 0:00:05.887899
INFO:root:Elapsed time for edgeR for baseline2000_2000_2_v9 0:00:05.990014
INFO:root:Elapsed time for edgeR for poisson0_0_2_v9 0:00:05.810514
INFO:root:Elapsed time for edgeR for poisson625_625_2_v9 0:00:05.481863
INFO:root:Elapsed time for edgeR for single0_0_2_v9 0:00:05.818762
INFO:root:Elapsed time for edgeR for single625_625_2_v9 0:00:06.383409
INFO:root:Elapsed time for edgeR for random0_0_2_v9 0:00:06.311740
INFO:root:Elapsed time for edgeR for random625_625_2_v9 0:00:03.189845
INFO:root:Elapsed time for voom.limma for baseline0_0_2_v9 0:00:06.115854
INFO:root:Elapsed time for voom.limma for baseline1250_0_2_v9 0:00:06.091682
INFO:root:Elapsed time for voom.limma for baseline625_625_2_v9 0:00:05.976445
INFO:root:Elapsed time for voom.limma for baseline4000_0_2_v9 0:00:06.630305
INFO:root:Elapsed time for voom.limma for baseline2000_2000_2_v9 0:00:05.586861
INFO:root:Elapsed time for voom.limma for poisson0_0_2_v9 0:00:05.514433
INFO:root:Elapsed time for voom.limma for poisson625_625_2_v9 0:00:06.295422
INFO:root:Elapsed time for voom.limma for single0_0_2_v9 0:00:05.595946
INFO:root:Elapsed time for voom.limma for single625_625_2_v9 0:00:06.011348
INFO:root:Elapsed time for voom.limma for random0_0_2_v9 0:00:05.995651
INFO:root:Elapsed time for voom.limma for random625_625_2_v9 0:00:03.291485
INFO:root:Elapsed time for NOISeq for baseline0_0_2_v9 0:00:45.922432
INFO:root:Elapsed time for NOISeq for baseline1250_0_2_v9 0:00:47.579201
INFO:root:Elapsed time for NOISeq for baseline625_625_2_v9 0:00:46.682200
INFO:root:Elapsed time for NOISeq for baseline4000_0_2_v9 0:00:38.024588
INFO:root:Elapsed time for NOISeq for baseline2000_2000_2_v9 0:00:41.222338
INFO:root:Elapsed time for NOISeq for poisson0_0_2_v9 0:00:47.282616
INFO:root:Elapsed time for NOISeq for poisson625_625_2_v9 0:00:42.765473
INFO:root:Elapsed time for NOISeq for single0_0_2_v9 0:00:37.428062
INFO:root:Elapsed time for NOISeq for single625_625_2_v9 0:00:37.301861
INFO:root:Elapsed time for NOISeq for random0_0_2_v9 0:00:38.785301
INFO:root:Elapsed time for NOISeq for random625_625_2_v9 0:00:03.472009
INFO:root:Elapsed time for ttest for baseline0_0_2_v9 0:00:08.260395
INFO:root:Elapsed time for ttest for baseline1250_0_2_v9 0:00:08.049095
INFO:root:Elapsed time for ttest for baseline625_625_2_v9 0:00:08.289686
INFO:root:Elapsed time for ttest for baseline4000_0_2_v9 0:00:08.464948
INFO:root:Elapsed time for ttest for baseline2000_2000_2_v9 0:00:07.577851
INFO:root:Elapsed time for ttest for poisson0_0_2_v9 0:00:08.277483
INFO:root:Elapsed time for ttest for poisson625_625_2_v9 0:00:08.408111
INFO:root:Elapsed time for ttest for single0_0_2_v9 0:00:08.134212
INFO:root:Elapsed time for ttest for single625_625_2_v9 0:00:07.682851
INFO:root:Elapsed time for ttest for random0_0_2_v9 0:00:08.433164
INFO:root:Elapsed time for ttest for random625_625_2_v9 0:00:02.941530
INFO:root:Elapsed time for DESeq2 for baseline0_0_2_v10 0:00:54.394308
INFO:root:Elapsed time for DESeq2 for baseline1250_0_2_v10 0:03:35.577702
INFO:root:Elapsed time for DESeq2 for baseline625_625_2_v10 0:03:14.505449
INFO:root:Elapsed time for DESeq2 for baseline4000_0_2_v10 0:02:15.015752
INFO:root:Elapsed time for DESeq2 for baseline2000_2000_2_v10 0:03:50.352445
INFO:root:Elapsed time for DESeq2 for poisson0_0_2_v10 0:01:05.773481
INFO:root:Elapsed time for DESeq2 for poisson625_625_2_v10 0:00:53.812964
INFO:root:Elapsed time for DESeq2 for single0_0_2_v10 0:02:38.090048
INFO:root:Elapsed time for DESeq2 for single625_625_2_v10 0:02:32.856011
INFO:root:Elapsed time for DESeq2 for random0_0_2_v10 0:03:28.391929
INFO:root:Elapsed time for DESeq2 for random625_625_2_v10 0:02:33.806649
INFO:root:Elapsed time for edgeR for baseline0_0_2_v10 0:00:06.504920
INFO:root:Elapsed time for edgeR for baseline1250_0_2_v10 0:00:06.293572
INFO:root:Elapsed time for edgeR for baseline625_625_2_v10 0:00:06.012439
INFO:root:Elapsed time for edgeR for baseline4000_0_2_v10 0:00:06.414787
INFO:root:Elapsed time for edgeR for baseline2000_2000_2_v10 0:00:05.392906
INFO:root:Elapsed time for edgeR for poisson0_0_2_v10 0:00:05.610606
INFO:root:Elapsed time for edgeR for poisson625_625_2_v10 0:00:05.184446
INFO:root:Elapsed time for edgeR for single0_0_2_v10 0:00:06.212544
INFO:root:Elapsed time for edgeR for single625_625_2_v10 0:00:06.093187
INFO:root:Elapsed time for edgeR for random0_0_2_v10 0:00:06.303422
INFO:root:Elapsed time for edgeR for random625_625_2_v10 0:00:06.070962
